,0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
0,120.494308,123.046486,122.831123,124.566414,122.754272,124.681213,124.425049,126.058823,122.679314,124.714424,124.453514,126.037949,124.332069,125.866226,125.729599,127.078751
1,120.293167,122.818787,122.748573,124.600571,122.727707,124.572105,124.455406,125.892792,122.573051,124.582542,124.385201,125.935486,124.180267,125.906075,125.674576,127.059769
2,120.311195,123.003792,122.876663,124.527512,122.751427,124.552185,124.385201,125.843452,122.594879,124.568314,124.341553,125.888046,124.242882,125.832069,125.704933,127.037949
3,120.30835,122.892792,122.846298,124.685959,122.67173,124.690704,124.301704,125.877609,122.672676,124.475334,124.307404,125.965843,124.207779,125.818787,125.648956,127.13662
4,120.223907,123.086334,122.864326,124.556923,122.69165,124.52372,124.486717,126.029411,122.714424,124.681213,124.366226,125.965843,124.366226,125.923149,125.874763,127.113853
5,120.346298,122.953514,122.833015,124.428841,122.78273,124.534157,124.416512,126.007591,122.647057,124.596771,124.494308,125.910812,124.280838,125.945923,125.749527,127.180267
6,120.288422,122.948769,122.921249,124.627136,122.683113,124.64801,124.405121,125.841553,122.724861,124.710625,124.461098,125.924095,124.337761,125.866226,125.777039,127.062622
7,120.399429,123.111008,122.871918,124.673622,122.728653,124.618599,124.368118,126.098671,122.766602,124.5019,124.439278,125.951614,124.39753,125.903229,125.850098,127.249527
8,120.296013,123.0,122.798859,124.566414,122.740036,124.573051,124.431686,125.892792,122.774193,124.609108,124.413666,125.939278,124.371918,125.823532,125.697342,127.204933
9,120.359581,123.004745,122.860535,124.646111,122.722961,124.710625,124.462051,126.041748,122.766602,124.670776,124.605316,126.030357,124.314041,125.827324,125.74099,127.134727
